,src_port,dst_port,bytes_sent,bytes_received,is_internal_traffic,label,attack_type,hour,day,month,dayofweek,protocol_ICMP,protocol_TCP,protocol_UDP,url_encoded,user_agent_encoded,src_oct1,src_oct2,src_oct3,src_oct4,dst_oct1,dst_oct2,dst_oct3,dst_oct4
4617,0.6073767613697083,0.00030540878966496657,-0.053872638176707566,-0.06287678433876291,0,1,8,0.30434782608695654,0.3666666666666667,0.5,0.3333333333333333,False,True,False,1876,4,0.18110236220472442,0.42745098039215684,0.5411764705882353,0.7628458498023715,0.5433070866141733,0.7058823529411764,0.2392156862745098,0.308300395256917
3128,0.14606964566508404,0.0002595974712152216,-0.06371187865489641,-0.06685078512110647,0,0,0,1.0,0.9333333333333333,0.0,0.3333333333333333,False,True,False,0,1,0.9645669291338582,0.043137254901960784,0.16862745098039217,0.4743083003952569,0.4409448818897638,0.9137254901960784,0.058823529411764705,0.7312252964426877
9795,0.4183319847945896,0.006688452493662768,-0.04646361695066701,-0.056699634087113635,0,0,0,0.043478260869565216,0.9,1.0,1.0,False,False,True,0,7,0.22440944881889763,0.984313725490196,0.7215686274509804,0.21739130434782608,0.2204724409448819,0.5882352941176471,0.996078431372549,0.849802371541502
3979,0.9957559195762027,0.006688452493662768,-0.05237913057720235,-0.06153466043731011,0,0,0,0.5652173913043478,0.16666666666666669,0.5,0.5,False,True,False,3641,5,0.03543307086614173,0.8823529411764706,0.8627450980392157,0.3952569169960474,0.6771653543307087,0.9019607843137255,0.9803921568627451,0.4743083003952569
9924,0.0009007221043310993,0.021806187582078612,-0.06431477872474714,-0.06467620160926339,0,0,0,0.2608695652173913,0.9333333333333333,1.0,0.0,False,True,False,0,2,0.7401574803149606,0.4196078431372549,0.13333333333333333,0.8695652173913043,0.01968503937007874,0.48627450980392156,0.8666666666666667,0.7193675889328063
8317,0.871944796421538,0.006688452493662768,-0.06534857502099117,-0.06691958146866231,0,0,0,0.5217391304347826,0.43333333333333335,1.0,1.0,True,False,False,0,0,0.6929133858267716,0.788235294117647,0.6745098039215687,0.5810276679841897,0.515748031496063,0.37254901960784315,0.5254901960784314,0.5849802371541502
4393,0.7305772254705891,0.05040772073420273,-0.06531222369325017,-0.06680103274519238,1,0,0,0.17391304347826086,0.3,0.5,0.0,False,True,False,1025,0,0.9173228346456693,0.7176470588235294,0.7764705882352941,0.2924901185770751,0.7440944881889764,0.6078431372549019,0.1803921568627451,0.4308300395256917
1287,0.7387753232676366,0.00030540878966496657,-0.06337762376322917,-0.06336311976456427,0,0,0,1.0,0.3666666666666667,0.0,1.0,False,True,False,502,1,0.8858267716535433,0.5294117647058824,0.615686274509804,0.8458498023715415,0.7283464566929134,0.3058823529411765,0.9921568627450981,0.015810276679841896
4355,0.3925469062485688,0.05040772073420273,-0.06334260236211284,-0.06709835675244931,0,0,0,0.9565217391304348,0.26666666666666666,0.5,1.0,False,True,False,3674,1,0.3700787401574803,0.8,0.7686274509803921,0.7707509881422925,0.547244094488189,0.6823529411764706,0.5450980392156862,0.6679841897233202
7013,0.3863792498053525,0.006718993372629265,0.5938641345892905,0.8889478217559521,0,0,0,0.21739130434782608,0.06666666666666668,1.0,0.3333333333333333,False,True,False,3948,7,0.4015748031496063,0.9725490196078431,0.14901960784313725,0.26877470355731226,0.5905511811023622,0.9254901960784314,0.28627450980392155,0.5731225296442688
3885,0.8248935163274965,0.021806187582078612,-0.057033873763549854,-0.05735688915839976,0,0,0,0.7826086956521738,0.13333333333333333,0.5,0.3333333333333333,False,False,True,1096,7,0.547244094488189,0.7764705882352941,0.8784313725490196,0.48221343873517786,0.5787401574803149,0.12549019607843137,0.7529411764705882,0.20158102766798416
5749,0.8107872921850908,0.0002595974712152216,-0.052862780559707605,-0.06175985540197389,0,0,0,0.43478260869565216,0.7,0.5,0.8333333333333333,False,True,False,6250,5,0.3188976377952756,0.396078431372549,0.14901960784313725,0.4268774703557312,0.17716535433070868,0.058823529411764705,0.5529411764705883,0.9604743083003953
9169,0.8200540433262599,0.00030540878966496657,-0.06483699657936784,-0.06749732795834411,0,0,0,0.13043478260869565,0.7,1.0,0.0,False,False,True,2638,1,0.9566929133858267,0.4156862745098039,0.6862745098039216,0.7826086956521738,0.84251968503937,0.49411764705882355,0.596078431372549,0.11462450592885375
2407,0.18254125765232126,0.006688452493662768,-0.05966358200939875,-0.059328654372258136,0,0,0,0.43478260869565216,0.7333333333333333,0.0,0.5,False,True,False,0,0,0.9133858267716536,0.6313725490196078,0.8941176470588235,0.4782608695652174,0.15354330708661418,0.3137254901960784,0.38823529411764707,0.011857707509881422
2013,0.3988672274552311,0.006688452493662768,1.1740845224006304,0.4484997978239875,1,1,5,0.4782608695652174,0.6,0.0,1.0,False,False,True,0,1,0.16141732283464566,0.07450980392156863,0.13725490196078433,0.9604743083003953,0.452755905511811,0.5411764705882353,0.5607843137254902,0.3992094861660079
5153,0.6308413355113507,0.0007329810951959197,-0.0630947927010492,-0.0678279789159741,0,0,0,0.0,0.5333333333333333,0.5,0.0,False,True,False,6218,0,0.8818897637795275,0.29411764705882354,0.23529411764705882,0.3557312252964427,0.547244094488189,0.5725490196078431,0.796078431372549,0.4901185770750988
8551,0.07280582568737311,0.006688452493662768,-0.06462598155492008,-0.06690053749702056,1,0,0,0.3913043478260869,0.5,1.0,0.16666666666666666,False,False,True,6721,5,0.49606299212598426,0.8705882352941177,0.8156862745098039,0.2411067193675889,0.2440944881889764,0.19607843137254902,0.21176470588235294,0.02766798418972332
4376,0.8007419507503474,0.021806187582078612,0.0748110620264309,0.1695463197616376,0,0,0,0.08695652173913043,0.3,0.5,0.0,False,False,True,3939,3,0.9724409448818898,0.3411764705882353,0.23529411764705882,0.8418972332015809,0.09448818897637795,0.7215686274509804,0.7647058823529411,0.616600790513834
8822,0.0,0.021806187582078612,-0.049301237058839424,-0.053287668517847414,1,0,0,0.8260869565217391,0.5666666666666667,1.0,0.5,False,True,False,0,1,0.610236220472441,0.20392156862745098,0.8352941176470589,0.31225296442687744,0.25196850393700787,0.48627450980392156,0.5764705882352941,0.6877470355731226
4273,0.5127093415568753,0.43980392755703507,-0.04195339245753372,-0.022206240450981993,0,0,0,0.08695652173913043,0.26666666666666666,0.5,1.0,False,True,False,0,1,0.5,0.9490196078431372,0.6392156862745098,0.8023715415019762,0.968503937007874,0.027450980392156862,0.4823529411764706,0.5494071146245059
5825,1.52664763445949e-05,0.05040772073420273,-0.05838241936096596,-0.06106974947960573,0,0,0,0.13043478260869565,0.7333333333333333,0.5,1.0,False,True,False,0,5,0.7677165354330708,0.18823529411764706,0.5254901960784314,0.2885375494071146,0.7677165354330708,0.23529411764705882,0.3058823529411765,0.2924901185770751
6699,0.9576507946200937,0.00030540878966496657,-0.061556954214054965,-0.0674430526391651,0,0,0,0.5217391304347826,0.9666666666666667,0.5,1.0,False,True,False,3403,9,0.5393700787401575,0.9176470588235294,0.5529411764705883,0.08695652173913042,0.3464566929133858,0.2627450980392157,0.20784313725490194,0.9841897233201581
7243,0.9060959040043968,0.006688452493662768,0.0020383637421991095,-0.059243432599161275,0,0,0,0.13043478260869565,0.13333333333333333,1.0,0.6666666666666666,False,True,False,4045,1,0.051181102362204724,0.9098039215686274,0.5372549019607843,0.023715415019762848,0.6299212598425197,0.1843137254901961,0.9333333333333333,0.8577075098814229
449,0.28120849426743816,0.05040772073420273,-0.05490998094395073,-0.06441958409139072,1,0,0,0.4782608695652174,0.13333333333333333,0.0,1.0,True,False,False,0,1,0.7440944881889764,0.9254901960784314,0.3568627450980392,0.7944664031620553,0.9724409448818898,0.9686274509803922,0.3607843137254902,0.3675889328063241
2227,0.0009007221043310993,0.006718993372629265,-0.06298618202670109,-0.06546105129054929,0,0,0,0.7391304347826086,0.6666666666666666,0.0,0.16666666666666666,False,True,False,0,1,0.5590551181102362,0.6431372549019607,0.803921568627451,0.758893280632411,0.6968503937007874,0.1568627450980392,0.21176470588235294,0.1660079051383399
5756,0.17359510251438867,0.021806187582078612,-0.01412512114517388,0.048690657176949474,0,0,0,0.4782608695652174,0.7,0.5,0.8333333333333333,False,True,False,0,1,0.6850393700787402,0.6196078431372549,0.03137254901960784,0.1343873517786561,0.8307086614173228,0.5490196078431373,0.12549019607843137,0.11857707509881421
810,0.00647298597010824,0.05040772073420273,-0.06573913013976947,-0.06777608409325031,0,0,0,0.7826086956521738,0.23333333333333334,0.0,0.3333333333333333,False,True,False,5048,3,0.06692913385826771,0.43529411764705883,0.8235294117647058,0.30434782608695654,0.42913385826771655,0.6431372549019607,0.9058823529411765,0.7549407114624506
4180,0.6287040288231074,0.006688452493662768,0.949268406059794,0.790869701453387,0,0,0,0.30434782608695654,0.23333333333333334,0.5,0.8333333333333333,False,True,False,2201,3,0.8700787401574803,0.9254901960784314,0.6666666666666666,0.8656126482213439,0.515748031496063,0.24313725490196078,0.8980392156862745,0.20948616600790512
9000,0.7081813046730684,0.0011452829612436247,-0.05361507572039634,-0.06288844877139349,0,0,0,0.5217391304347826,0.6333333333333333,1.0,0.8333333333333333,False,True,False,0,1,0.4645669291338583,0.7372549019607844,0.16078431372549018,0.9051383399209486,0.6535433070866141,0.7803921568627451,0.16862745098039217,0.3675889328063241
5438,0.11683434346518481,0.006688452493662768,-0.055118779424024024,-0.06458169589999117,1,0,0,0.6521739130434783,0.6,0.5,0.3333333333333333,False,True,False,0,0,0.47244094488188976,0.08235294117647059,0.12549019607843137,0.45454545454545453,0.2283464566929134,0.5764705882352941,0.08235294117647059,0.9683794466403162
7533,0.00647298597010824,0.006688452493662768,0.006841615401634845,0.09412147982623298,0,0,0,0.5217391304347826,0.2,1.0,1.0,False,False,True,5580,0,0.3346456692913386,0.8588235294117647,0.011764705882352941,0.5019762845849802,0.952755905511811,0.5843137254901961,0.8392156862745098,0.7351778656126482
6369,0.15048165732867197,0.05167516721131234,-0.06577326492313602,-0.06741091593701963,0,0,0,0.6521739130434783,0.8666666666666667,0.5,0.5,False,True,False,1334,0,0.2440944881889764,0.18823529411764706,0.8156862745098039,0.20158102766798416,0.23228346456692914,0.39215686274509803,0.4627450980392157,0.05533596837944664
8416,0.9625360670503641,0.006718993372629265,0.2845529033854997,0.11748438618669445,0,0,0,0.2608695652173913,0.4666666666666667,1.0,0.0,False,True,False,4847,0,0.40551181102362205,0.9411764705882353,0.6705882352941176,0.43478260869565216,0.33070866141732286,0.1764705882352941,0.7215686274509804,0.5533596837944664
1477,0.05141749232859564,0.0002595974712152216,-0.06585838022711495,-0.06799080487351113,0,0,0,0.6086956521739131,0.43333333333333335,0.0,0.16666666666666666,False,True,False,2802,1,0.7677165354330708,0.9215686274509803,0.10588235294117647,0.08300395256916995,0.06299212598425197,0.8470588235294118,0.18823529411764706,0.8656126482213439
1790,0.05015037479199426,0.021806187582078612,-0.06258676073042499,-0.06545200540401945,0,0,0,0.34782608695652173,0.5333333333333333,0.0,0.6666666666666666,False,False,True,6322,10,0.07480314960629922,0.10196078431372549,0.27450980392156865,0.5138339920948617,0.3346456692913386,0.6470588235294118,0.403921568627451,0.6679841897233202
2008,6.10659053783796e-05,0.006688452493662768,-0.06232121871436573,-0.0624940005087636,1,0,0,0.4782608695652174,0.6,0.0,1.0,False,True,False,3414,7,0.3110236220472441,0.4117647058823529,0.44705882352941173,0.15019762845849802,0.6220472440944882,0.6313725490196078,0.23137254901960785,0.08695652173913042
682,0.08569073172221121,0.006718993372629265,-0.06534103877011804,-0.06729546185894149,0,0,0,0.6521739130434783,0.2,0.0,0.16666666666666666,False,True,False,0,3,0.48425196850393704,0.6627450980392157,0.7529411764705882,0.20553359683794464,0.8740157480314961,0.8470588235294118,0.792156862745098,0.42292490118577075
2816,0.2103567775521732,0.05167516721131234,-0.06572760410902233,-0.06759064341938871,0,0,0,0.13043478260869565,0.8666666666666667,0.0,0.0,False,False,True,4697,3,0.7165354330708661,0.8823529411764706,0.5333333333333333,0.14229249011857706,0.3346456692913386,0.6705882352941176,0.0,0.03162055335968379
9431,0.26960597224554605,0.00024432703173197324,-0.04635012987869511,-0.052992010858109145,0,0,0,0.43478260869565216,0.7666666666666667,1.0,0.3333333333333333,False,True,False,1250,1,0.35039370078740156,0.03529411764705882,0.49019607843137253,0.09881422924901184,0.48425196850393704,0.580392156862745,0.3137254901960784,0.7944664031620553
3774,0.5512571943269774,0.05167516721131234,0.21772409049579625,0.38442088009345043,0,0,0,0.7826086956521738,0.1,0.5,0.16666666666666666,False,False,True,4459,9,0.3031496062992126,0.1568627450980392,0.00784313725490196,0.766798418972332,0.8188976377952756,0.3607843137254902,0.08235294117647059,0.5691699604743082
6495,0.3095736073156955,0.00024432703173197324,-0.0595434453043035,-0.054066090858704216,1,0,0,0.7826086956521738,0.9,0.5,0.6666666666666666,False,True,False,816,0,0.562992125984252,0.8705882352941177,0.1411764705882353,0.4743083003952569,0.468503937007874,0.38431372549019605,0.7254901960784313,0.34782608695652173
8878,0.13530677984214465,0.0007329810951959197,-0.03943096495940826,-0.06045415309628595,0,0,0,0.34782608695652173,0.6,1.0,0.6666666666666666,False,True,False,4869,5,0.09842519685039369,0.39215686274509803,0.3764705882352941,0.7154150197628458,0.9763779527559056,0.984313725490196,0.29411764705882354,0.7549407114624506
7361,0.47544387279971917,0.006718993372629265,-0.003568163598537738,0.06522177676057629,0,0,0,0.13043478260869565,0.16666666666666669,1.0,0.8333333333333333,False,True,False,4162,3,0.7165354330708661,0.5333333333333333,0.7803921568627451,0.9644268774703557,0.01968503937007874,0.09019607843137255,0.21176470588235294,0.4268774703557312
8366,0.8365265713020777,0.0002595974712152216,-0.06459184677155354,-0.0677065735967579,0,0,0,0.8695652173913043,0.43333333333333335,1.0,1.0,False,False,True,3769,0,0.8779527559055118,0.5294117647058824,0.6705882352941176,0.5217391304347826,0.23228346456692914,0.5607843137254902,0.5372549019607843,0.035573122529644265
7474,0.05141749232859564,0.05167516721131234,-0.030736791305060903,-0.03943674989315232,0,1,1,0.0,0.2,1.0,1.0,False,True,False,0,1,0.5787401574803149,0.9372549019607843,0.792156862745098,0.7035573122529644,0.39763779527559057,0.8823529411764706,0.5098039215686274,0.9723320158102766
46,0.0064424530174190505,0.006688452493662768,-0.0611012326906678,-0.06472095494262152,0,0,0,0.5217391304347826,0.0,0.0,0.3333333333333333,False,True,False,4047,5,0.9645669291338582,0.1803921568627451,0.7333333333333333,0.5375494071146245,0.2125984251968504,0.9333333333333333,0.9764705882352941,0.16996047430830039
30,0.8788452437292948,0.00024432703173197324,-0.06572538756464788,-0.06739091976679579,0,0,0,0.34782608695652173,0.0,0.0,0.3333333333333333,False,True,False,0,0,0.8188976377952756,0.5294117647058824,0.3568627450980392,0.4426877470355731,0.7440944881889764,0.33725490196078434,0.9764705882352941,0.25296442687747034
8250,0.05141749232859564,0.00024432703173197324,-0.06290372657597151,-0.06602332455327214,0,0,0,0.9565217391304348,0.4,1.0,0.8333333333333333,False,True,False,434,1,0.6692913385826772,0.2588235294117647,0.10980392156862745,0.6324110671936759,0.6181102362204725,0.2549019607843137,0.13725490196078433,0.22134387351778653
6935,0.8279162786437263,0.00024432703173197324,-0.016903781172985896,-0.058676874442819014,0,0,0,0.6086956521739131,0.03333333333333333,1.0,0.16666666666666666,False,True,False,0,10,0.4645669291338583,0.2980392156862745,0.9137254901960784,0.15019762845849802,0.7007874015748031,0.7294117647058823,0.047058823529411764,0.8814229249011858
1468,0.2925514861914722,0.006718993372629265,-0.03251933629099455,-0.015650591262952804,0,0,0,0.5217391304347826,0.43333333333333335,0.0,0.16666666666666666,False,True,False,4741,5,0.9409448818897638,0.7176470588235294,0.9372549019607843,0.3557312252964427,0.42125984251968507,0.7058823529411764,0.20784313725490194,0.31620553359683795
1665,0.7440422576065219,0.00030540878966496657,-0.06401820508744557,-0.06420510136077544,0,0,0,0.2608695652173913,0.5,0.0,0.5,False,True,False,665,0,0.7244094488188977,0.5607843137254902,0.19215686274509802,0.23320158102766797,0.7322834645669292,0.8666666666666667,0.403921568627451,0.608695652173913
1416,0.5013968825855304,0.05167516721131234,0.13317356202348057,0.19086580796493857,1,1,5,0.13043478260869565,0.43333333333333335,0.0,0.16666666666666666,False,False,True,4412,1,0.47244094488188976,0.8901960784313725,0.40784313725490196,0.31620553359683795,0.03937007874015748,0.3254901960784314,0.29411764705882354,0.06324110671936758
6480,0.0009007221043310993,0.05167516721131234,-0.008165276631149512,0.018841136025660184,0,0,0,0.6956521739130435,0.9,0.5,0.6666666666666666,False,True,False,2243,1,0.968503937007874,0.43137254901960786,0.5215686274509804,0.8023715415019762,0.36220472440944884,0.27058823529411763,0.7333333333333333,0.7075098814229249
4852,0.0869273163061234,0.021806187582078612,-0.05531782510884974,-0.04783157064248415,0,0,0,0.30434782608695654,0.43333333333333335,0.5,0.6666666666666666,False,True,False,5610,5,0.5078740157480315,0.9529411764705882,0.10196078431372549,0.41106719367588934,0.42125984251968507,0.07058823529411765,0.9764705882352941,0.4426877470355731
